Trigger level set at [mV], -0.030
C1_t[ns],C1_V[mV],C2_t[ns],C2_V[mV],C3_t[ns],C3_V[mV],C4_t[ns],C4_V[mV]
125.195,  -82.9,125.195,  -84.1,125.195,  -78.5,125.195,  -80.9
125.391,  -84.5,125.391,  -84.7,125.391,  -75.7,125.391,  -76.8
125.586,  -81.9,125.586,  -83.9,125.586,  -78.2,125.586,  -79.1
125.781,  -84.8,125.781,  -84.5,125.781,  -80.8,125.781,  -79.5
125.977,  -82.4,125.977,  -83.1,125.977,  -86.5,125.977,  -85.8
126.172,  -82.7,126.172,  -81.9,126.172,  -84.9,126.172,  -85.2
126.367,  -81.8,126.367,  -82.6,126.367,  -85.7,126.367,  -87.1
126.562,  -82.1,126.562,  -82.0,126.562,  -83.6,126.562,  -85.6
126.758,  -78.9,126.758,  -80.2,126.758,  -80.6,126.758,  -82.7
126.953,  -77.7,126.953,  -77.8,126.953,  -75.9,126.953,  -78.1
127.148,  -75.2,127.148,  -78.2,127.148,  -72.6,127.148,  -75.3
127.344,  -76.2,127.344,  -77.0,127.344,  -67.4,127.344,  -69.9
127.539,  -74.3,127.539,  -75.5,127.539,  -62.9,127.539,  -64.3
127.734,  -75.6,127.734,  -75.1,127.734,  -58.1,127.734,  -57.6
127.930,  -73.7,127.930,  -76.0,127.930,  -56.2,127.930,  -57.0
128.125,  -74.3,128.125,  -74.7,128.125,  -53.6,128.125,  -55.2
128.320,  -71.2,128.320,  -73.0,128.320,  -56.6,128.320,  -57.5
128.516,  -73.5,128.516,  -72.8,128.516,  -58.4,128.516,  -59.0
128.711,  -71.7,128.711,  -73.1,128.711,  -60.8,128.711,  -60.7
128.906,  -73.2,128.906,  -72.8,128.906,  -59.1,128.906,  -59.2
129.102,  -71.1,129.102,  -73.9,129.102,  -58.6,129.102,  -60.5
129.297,  -72.2,129.297,  -71.9,129.297,  -56.0,129.297,  -57.9
129.492,  -70.4,129.492,  -73.0,129.492,  -57.3,129.492,  -59.3
129.688,  -72.7,129.688,  -72.4,129.688,  -55.3,129.688,  -58.2
129.883,  -70.4,129.883,  -71.8,129.883,  -57.6,129.883,  -57.4
130.078,  -71.1,130.078,  -70.4,130.078,  -55.4,130.078,  -55.6
130.273,  -66.9,130.273,  -68.4,130.273,  -54.1,130.273,  -55.4
130.469,  -67.0,130.469,  -68.1,130.469,  -50.5,130.469,  -52.4
130.664,  -64.5,130.664,  -67.3,130.664,  -49.2,130.664,  -50.3
130.859,  -65.5,130.859,  -65.4,130.859,  -45.4,130.859,  -48.1
131.055,  -63.5,131.055,  -65.2,131.055,  -42.0,131.055,  -43.0
131.250,  -64.6,131.250,  -63.9,131.250,  -39.7,131.250,  -40.2
131.445,  -62.8,131.445,  -63.9,131.445,  -37.7,131.445,  -38.5
131.641,  -61.7,131.641,  -62.0,131.641,  -33.8,131.641,  -34.7
131.836,  -59.2,131.836,  -60.6,131.836,  -34.8,131.836,  -36.1
132.031,  -60.4,132.031,  -61.8,132.031,  -34.3,132.031,  -33.9
132.227,  -58.8,132.227,  -62.2,132.227,  -37.1,132.227,  -35.6
132.422,  -60.9,132.422,  -61.5,132.422,  -33.8,132.422,  -33.5
132.617,  -59.6,132.617,  -62.9,132.617,  -31.8,132.617,  -34.1
132.812,  -62.1,132.812,  -62.2,132.812,  -28.5,132.812,  -29.8
133.008,  -60.2,133.008,  -62.7,133.008,  -27.1,133.008,  -29.4
133.203,  -62.9,133.203,  -61.5,133.203,  -25.6,133.203,  -26.7
133.398,  -59.0,133.398,  -60.0,133.398,  -25.6,133.398,  -25.1
133.594,  -58.7,133.594,  -58.2,133.594,  -23.8,133.594,  -22.7
133.789,  -54.9,133.789,  -58.2,133.789,  -23.3,133.789,  -25.3
133.984,  -55.3,133.984,  -56.0,133.984,  -22.5,133.984,  -22.6
134.180,  -53.2,134.180,  -55.3,134.180,  -24.3,134.180,  -26.1
134.375,  -53.8,134.375,  -55.5,134.375,  -22.8,134.375,  -24.7
134.570,  -51.8,134.570,  -54.6,134.570,  -25.5,134.570,  -26.2
134.766,  -53.3,134.766,  -54.9,134.766,  -24.7,134.766,  -25.2
134.961,  -51.7,134.961,  -55.4,134.961,  -27.0,134.961,  -27.3
135.156,  -54.6,135.156,  -56.1,135.156,  -26.5,135.156,  -27.6
135.352,  -53.7,135.352,  -55.8,135.352,  -27.2,135.352,  -28.6
135.547,  -54.1,135.547,  -53.8,135.547,  -23.3,135.547,  -25.1
135.742,  -52.5,135.742,  -53.2,135.742,  -23.8,135.742,  -25.1
135.938,  -52.9,135.938,  -53.6,135.938,  -22.1,135.938,  -22.8
136.133,  -49.5,136.133,  -53.1,136.133,  -24.9,136.133,  -24.3
136.328,  -52.4,136.328,  -52.6,136.328,  -24.6,136.328,  -24.4
136.523,  -49.4,136.523,  -51.2,136.523,  -29.5,136.523,  -28.4
136.719,  -49.2,136.719,  -49.6,136.719,  -27.9,136.719,  -27.9
136.914,  -46.9,136.914,  -49.7,136.914,  -29.9,136.914,  -32.0
137.109,  -47.6,137.109,  -47.8,137.109,  -28.1,137.109,  -30.0
137.305,  -44.8,137.305,  -48.2,137.305,  -27.4,137.305,  -29.7
137.500,  -45.9,137.500,  -46.5,137.500,  -23.5,137.500,  -27.0
137.695,  -43.7,137.695,  -47.3,137.695,  -20.7,137.695,  -23.4
137.891,  -45.6,137.891,  -46.5,137.891,  -17.9,137.891,  -21.0
138.086,  -44.7,138.086,  -46.8,138.086,  -19.0,138.086,  -19.3
138.281,  -45.7,138.281,  -45.8,138.281,  -17.7,138.281,  -17.7
138.477,  -44.2,138.477,  -46.5,138.477,  -19.7,138.477,  -19.9
138.672,  -42.5,138.672,  -42.5,138.672,  -17.5,138.672,  -18.4
138.867,  -41.5,138.867,  -43.1,138.867,  -19.3,138.867,  -19.6
139.062,  -42.7,139.062,  -42.0,139.062,  -17.9,139.062,  -17.8
139.258,  -39.3,139.258,  -41.4,139.258,  -18.7,139.258,  -18.3
139.453,  -39.7,139.453,  -40.2,139.453,  -16.1,139.453,  -16.3
139.648,  -38.4,139.648,  -40.8,139.648,  -14.5,139.648,  -15.2
139.844,  -38.9,139.844,  -40.2,139.844,  -12.2,139.844,  -12.3
140.039,  -37.4,140.039,  -38.9,140.039,  -14.7,140.039,  -15.9
140.234,  -37.5,140.234,  -37.5,140.234,  -15.1,140.234,  -16.6
140.430,  -34.6,140.430,  -36.3,140.430,  -18.0,140.430,  -18.5
140.625,  -35.4,140.625,  -36.2,140.625,  -17.1,140.625,  -17.3
140.820,  -31.9,140.820,  -35.4,140.820,  -17.1,140.820,  -18.2
141.016,  -34.2,141.016,  -35.8,141.016,  -13.2,141.016,  -14.3
141.211,  -32.7,141.211,  -36.4,141.211,  -11.7,141.211,  -11.4
141.406,  -34.6,141.406,  -36.0,141.406,   -9.3,141.406,  -10.0
141.602,  -33.6,141.602,  -36.9,141.602,  -12.4,141.602,  -12.6
141.797,  -35.2,141.797,  -36.1,141.797,  -11.5,141.797,  -11.1
141.992,  -33.1,141.992,  -36.9,141.992,  -12.3,141.992,  -12.0
142.188,  -34.4,142.188,  -36.0,142.188,   -8.8,142.188,   -9.4
142.383,  -33.7,142.383,  -37.8,142.383,   -8.8,142.383,   -9.8
142.578,  -34.5,142.578,  -36.1,142.578,   -6.2,142.578,   -8.3
142.773,  -32.2,142.773,  -34.2,142.773,   -6.9,142.773,   -8.0
142.969,  -33.1,142.969,  -31.3,142.969,   -6.3,142.969,   -6.5
143.164,  -28.2,143.164,  -29.0,143.164,   -6.3,143.164,   -6.3
143.359,  -27.8,143.359,  -27.1,143.359,   -2.4,143.359,   -3.0
143.555,  -26.0,143.555,  -28.8,143.555,   -1.6,143.555,   -2.6
143.750,  -26.2,143.750,  -26.5,143.750,   -0.3,143.750,    0.8
143.945,  -25.9,143.945,  -28.4,143.945,   -0.8,143.945,   -1.8
144.141,  -26.7,144.141,  -26.8,144.141,    1.6,144.141,    0.5
144.336,  -26.5,144.336,  -28.9,144.336,   -0.6,144.336,   -0.7
144.531,  -29.1,144.531,  -29.2,144.531,    1.3,144.531,    0.9
144.727,  -27.7,144.727,  -30.2,144.727,    2.5,144.727,    1.7
144.922,  -29.9,144.922,  -30.6,144.922,    4.6,144.922,    4.3
145.117,  -26.5,145.117,  -28.3,145.117,    5.0,145.117,    2.9
145.312,  -26.4,145.312,  -26.7,145.312,    5.5,145.312,    5.4
145.508,  -23.4,145.508,  -25.5,145.508,    5.0,145.508,    2.6
145.703,  -25.0,145.703,  -24.7,145.703,    6.1,145.703,    6.1
145.898,  -21.0,145.898,  -24.2,145.898,    6.9,145.898,    5.1
146.094,  -23.3,146.094,  -24.8,146.094,    8.2,146.094,    7.1
146.289,  -22.5,146.289,  -25.3,146.289,    8.0,146.289,    6.4
146.484,  -24.2,146.484,  -25.2,146.484,    8.8,146.484,    9.8
146.680,  -23.5,146.680,  -24.7,146.680,    8.5,146.680,    8.8
146.875,  -24.0,146.875,  -24.1,146.875,   10.4,146.875,    9.7
147.070,  -21.9,147.070,  -25.0,147.070,    6.5,147.070,    6.0
147.266,  -22.3,147.266,  -24.1,147.266,    7.6,147.266,    7.4
147.461,  -21.7,147.461,  -25.1,147.461,    4.5,147.461,    3.8
147.656,  -23.7,147.656,  -23.2,147.656,    5.9,147.656,    6.2
147.852,  -21.4,147.852,  -23.3,147.852,    4.4,147.852,    3.2
148.047,  -20.7,148.047,  -22.0,148.047,    6.2,148.047,    4.4
148.242,  -21.4,148.242,  -23.7,148.242,    5.0,148.242,    3.7
148.438,  -23.0,148.438,  -22.5,148.438,    6.3,148.438,    6.5
148.633,  -20.7,148.633,  -22.7,148.633,    4.5,148.633,    4.7
148.828,  -21.7,148.828,  -21.4,148.828,    6.6,148.828,    6.7
149.023,  -19.4,149.023,  -21.1,149.023,    2.4,149.023,    2.3
149.219,  -20.1,149.219,  -20.7,149.219,    2.6,149.219,    2.4
149.414,  -17.8,149.414,  -20.9,149.414,   -2.3,149.414,   -3.2
149.609,  -19.2,149.609,  -20.2,149.609,   -1.5,149.609,   -2.0
149.805,  -16.9,149.805,  -19.6,149.805,   -3.4,149.805,   -4.8
150.000,  -18.8,150.000,  -18.8,150.000,   -2.4,150.000,   -3.1
150.195,  -16.2,150.195,  -19.0,150.195,   -6.5,150.195,   -7.5
150.391,  -17.7,150.391,  -18.8,150.391,   -6.3,150.391,   -6.4
150.586,  -15.8,150.586,  -17.0,150.586,   -7.6,150.586,   -9.8
150.781,  -20.0,150.781,  -19.4,150.781,   -7.2,150.781,   -7.1
150.977,  -16.0,150.977,  -20.2,150.977,   -6.9,150.977,   -8.2
151.172,  -17.8,151.172,  -19.2,151.172,   -4.7,151.172,   -5.6
151.367,  -16.5,151.367,  -19.2,151.367,   -4.5,151.367,   -4.3
151.562,  -18.3,151.562,  -19.5,151.562,   -2.1,151.562,   -1.8
151.758,  -16.8,151.758,  -19.2,151.758,   -4.6,151.758,   -3.0
151.953,  -19.2,151.953,  -17.4,151.953,   -4.0,151.953,   -3.4
152.148,  -15.2,152.148,  -15.8,152.148,   -6.4,152.148,   -6.9
152.344,  -15.9,152.344,  -15.5,152.344,   -4.5,152.344,   -4.7
152.539,  -13.2,152.539,  -15.5,152.539,   -6.2,152.539,   -6.7
152.734,  -14.6,152.734,  -15.2,152.734,   -4.4,152.734,   -5.2
152.930,  -12.2,152.930,  -15.3,152.930,   -7.4,152.930,   -7.9
153.125,  -14.0,153.125,  -14.7,153.125,   -6.5,153.125,   -5.9
153.320,  -11.6,153.320,  -12.5,153.320,   -9.7,153.320,   -8.6
153.516,  -11.6,153.516,  -11.8,153.516,   -6.4,153.516,   -6.4
153.711,  -10.0,153.711,  -12.4,153.711,   -6.2,153.711,   -7.4
153.906,  -12.9,153.906,  -13.5,153.906,   -5.1,153.906,   -6.0
154.102,  -12.1,154.102,  -16.2,154.102,   -5.6,154.102,   -7.9
154.297,  -15.9,154.297,  -17.2,154.297,   -5.2,154.297,   -5.6
154.492,  -15.2,154.492,  -17.3,154.492,   -5.6,154.492,   -5.8
154.688,  -16.8,154.688,  -17.6,154.688,   -4.3,154.688,   -4.3
154.883,  -15.3,154.883,  -16.8,154.883,   -6.0,154.883,   -7.6
155.078,  -15.1,155.078,  -14.8,155.078,   -3.7,155.078,   -2.9
155.273,  -13.8,155.273,  -14.8,155.273,   -2.3,155.273,   -3.6
155.469,  -13.5,155.469,  -13.0,155.469,    1.3,155.469,    0.2
155.664,   -9.7,155.664,  -11.6,155.664,    2.9,155.664,    0.2
155.859,   -8.5,155.859,   -9.7,155.859,    6.3,155.859,    4.9
156.055,   -7.2,156.055,   -9.6,156.055,    5.1,156.055,    4.4
156.250,   -9.1,156.250,  -10.1,156.250,    6.2,156.250,    5.8
156.445,   -6.9,156.445,  -11.1,156.445,    3.8,156.445,    3.4
156.641,  -10.9,156.641,  -11.8,156.641,    3.4,156.641,    3.5
156.836,   -9.6,156.836,  -13.2,156.836,   -2.1,156.836,   -1.0
157.031,  -11.1,157.031,  -12.7,157.031,   -1.6,157.031,   -1.2
157.227,  -10.4,157.227,  -12.6,157.227,   -3.6,157.227,   -5.1
157.422,  -11.6,157.422,  -12.3,157.422,   -1.5,157.422,   -2.0
157.617,   -9.7,157.617,  -11.9,157.617,   -1.8,157.617,   -2.2
157.812,  -11.9,157.812,  -11.6,157.812,    0.0,157.812,    0.1
158.008,   -9.9,158.008,  -12.3,158.008,    1.4,158.008,    1.1
158.203,  -12.0,158.203,  -12.3,158.203,    4.6,158.203,    5.1
158.398,   -9.1,158.398,  -10.9,158.398,    6.4,158.398,    6.3
158.594,  -10.6,158.594,  -10.8,158.594,    9.4,158.594,   10.5
158.789,   -9.0,158.789,  -11.5,158.789,    8.0,158.789,    8.7
158.984,   -9.0,158.984,  -10.3,158.984,    8.9,158.984,    9.1
159.180,   -5.5,159.180,   -8.9,159.180,    8.0,159.180,    8.8
159.375,   -7.2,159.375,   -8.2,159.375,    9.9,159.375,    9.4
159.570,   -5.4,159.570,   -8.0,159.570,   10.7,159.570,    8.6
159.766,   -7.5,159.766,   -8.6,159.766,   11.5,159.766,   11.0
159.961,   -6.5,159.961,   -9.4,159.961,   10.5,159.961,   10.6
160.156,   -9.0,160.156,   -9.5,160.156,   11.9,160.156,   12.3
160.352,   -8.6,160.352,  -10.9,160.352,   10.7,160.352,   10.4
160.547,   -9.7,160.547,   -9.9,160.547,   12.0,160.547,   11.4
160.742,   -8.7,160.742,  -10.3,160.742,    9.3,160.742,    8.9
160.938,  -10.2,160.938,  -10.3,160.938,   10.6,160.938,    9.5
161.133,   -8.0,161.133,  -10.5,161.133,   10.1,161.133,    8.7
161.328,  -10.0,161.328,  -11.0,161.328,   12.7,161.328,   11.6
161.523,   -7.6,161.523,  -10.9,161.523,   13.0,161.523,   12.9
161.719,   -7.8,161.719,  -10.6,161.719,   15.9,161.719,   15.5
161.914,   10.3,161.914,    7.8,161.914,   32.3,161.914,   30.6
162.109,    9.2,162.109,    9.4,162.109,   34.3,162.109,   32.8
162.305,   -2.1,162.305,   -4.7,162.305,   19.2,162.305,   18.6
162.500,   -3.7,162.500,   -4.5,162.500,   20.2,162.500,   20.5
162.695,   -3.3,162.695,   -6.4,162.695,   17.2,162.695,   15.6
162.891,   -4.5,162.891,   -5.6,162.891,   19.2,162.891,   18.3
163.086,   -3.8,163.086,   -6.9,163.086,   18.0,163.086,   17.2
163.281,   -6.9,163.281,   -7.0,163.281,   20.4,163.281,   19.9
163.477,   -5.5,163.477,   -7.5,163.477,   19.1,163.477,   18.2
163.672,   -7.5,163.672,   -7.9,163.672,   20.4,163.672,   21.1
163.867,   -5.6,163.867,   -7.4,163.867,   18.1,163.867,   17.9
164.062,   -6.2,164.062,   -5.9,164.062,   18.5,164.062,   18.2
164.258,   -4.8,164.258,   -6.8,164.258,   16.3,164.258,   15.9
164.453,   -5.8,164.453,   -6.0,164.453,   18.5,164.453,   17.8
164.648,   -6.8,164.648,   -8.3,164.648,   15.6,164.648,   14.0
164.844,   -8.0,164.844,   -9.0,164.844,   16.7,164.844,   15.3
165.039,   -6.1,165.039,   -9.2,165.039,   14.3,165.039,   12.7
165.234,   -6.1,165.234,   -7.4,165.234,   16.4,165.234,   15.3
165.430,   -3.3,165.430,   -6.0,165.430,   13.9,165.430,   12.3
165.625,   -5.0,165.625,   -6.2,165.625,   15.0,165.625,   14.0
165.820,   -4.5,165.820,   -6.2,165.820,   14.8,165.820,   13.3
166.016,   -5.6,166.016,   -5.5,166.016,   16.4,166.016,   16.4
166.211,   -5.8,166.211,   -6.8,166.211,   14.6,166.211,   14.8
166.406,   -7.8,166.406,   -6.3,166.406,   14.9,166.406,   15.5
166.602,   -6.7,166.602,   -7.8,166.602,   13.5,166.602,   13.7
166.797,   -8.1,166.797,   -6.9,166.797,   14.7,166.797,   14.0
166.992,   -5.9,166.992,   -8.0,166.992,   13.6,166.992,   13.2
167.188,   -8.1,167.188,   -7.0,167.188,   14.9,167.188,   15.3
167.383,   -5.0,167.383,   -7.9,167.383,   16.0,167.383,   16.8
167.578,   -6.4,167.578,   -6.2,167.578,   19.8,167.578,   19.4
167.773,   -3.1,167.773,   -4.9,167.773,   19.2,167.773,   19.2
167.969,   -2.8,167.969,   -5.5,167.969,   18.2,167.969,   20.7
168.164,    0.3,168.164,   -3.9,168.164,   18.7,168.164,   19.5
168.359,   -2.2,168.359,   -4.0,168.359,   21.3,168.359,   20.5
168.555,   -1.2,168.555,   -2.5,168.555,   22.3,168.555,   20.4
168.750,   -3.7,168.750,   -4.0,168.750,   22.0,168.750,   21.5
168.945,   -1.6,168.945,   -3.5,168.945,   20.7,168.945,   19.3
169.141,   -4.3,169.141,   -4.7,169.141,   18.6,169.141,   19.4
169.336,   -2.0,169.336,   -4.5,169.336,   17.1,169.336,   18.1
169.531,   -3.5,169.531,   -4.4,169.531,   18.0,169.531,   18.8
169.727,   -2.7,169.727,   -6.0,169.727,   15.1,169.727,   15.5
169.922,   -4.5,169.922,   -5.4,169.922,   16.2,169.922,   17.3
170.117,   -3.4,170.117,   -5.5,170.117,   15.6,170.117,   12.5
170.312,   -5.0,170.312,   -4.9,170.312,   16.6,170.312,   15.8
170.508,   -2.0,170.508,   -5.9,170.508,   16.0,170.508,   15.3
170.703,   -3.8,170.703,   -4.0,170.703,   17.4,170.703,   16.5
170.898,   -3.2,170.898,   -5.7,170.898,   15.4,170.898,   15.0
171.094,   -3.2,171.094,   -4.5,171.094,   16.0,171.094,   17.1
171.289,   -4.4,171.289,   -5.9,171.289,   13.5,171.289,   13.7
171.484,   -4.2,171.484,   -2.3,171.484,   16.5,171.484,   16.8
171.680,   -0.9,171.680,   -4.1,171.680,   14.4,171.680,   14.0
171.875,   -3.0,171.875,   -2.0,171.875,   14.9,171.875,   14.8
172.070,   -1.5,172.070,   -3.8,172.070,   10.7,172.070,   12.0
172.266,   -2.3,172.266,   -3.2,172.266,   12.5,172.266,   12.8
172.461,   -2.0,172.461,   -4.2,172.461,    9.4,172.461,    8.6
172.656,   -4.8,172.656,   -5.9,172.656,    8.2,172.656,    9.6
172.852,   -4.6,172.852,   -7.3,172.852,    5.6,172.852,    5.4
173.047,   -6.4,173.047,   -6.7,173.047,    6.5,173.047,    6.2
173.242,   -3.6,173.242,   -6.1,173.242,    4.3,173.242,    6.0
173.438,   -4.6,173.438,   -4.5,173.438,    8.4,173.438,    8.4
173.633,   -1.6,173.633,   -5.4,173.633,    7.9,173.633,    7.7
173.828,   -3.4,173.828,   -3.9,173.828,   10.6,173.828,   10.5
174.023,   -1.4,174.023,   -4.2,174.023,    9.9,174.023,   10.0
174.219,   -3.5,174.219,   -4.4,174.219,   11.6,174.219,   11.5
174.414,   -1.5,174.414,   -4.3,174.414,    9.2,174.414,   10.1
174.609,   -3.8,174.609,   -3.2,174.609,   11.3,174.609,   11.8
174.805,   -0.9,174.805,   -1.4,174.805,    9.7,174.805,   10.5
175.000,   -2.6,175.000,   -2.9,175.000,    9.8,175.000,   10.6
175.195,   -0.8,175.195,   -3.6,175.195,    8.5,175.195,    9.6
175.391,   -4.0,175.391,   -4.5,175.391,   10.8,175.391,   10.9
175.586,   -2.4,175.586,   -4.8,175.586,   10.9,175.586,   11.4
175.781,   -4.1,175.781,   -5.1,175.781,   13.5,175.781,   13.0
175.977,   -2.3,175.977,   -3.2,175.977,   14.9,175.977,   14.1
176.172,   -3.6,176.172,   -3.6,176.172,   16.0,176.172,   16.5
176.367,   -1.4,176.367,   -3.6,176.367,   14.4,176.367,   14.2
176.562,   -3.2,176.562,   -3.7,176.562,   15.3,176.562,   12.4
176.758,   -1.3,176.758,   -3.5,176.758,   14.5,176.758,   13.3
176.953,   -2.5,176.953,   -3.0,176.953,   15.3,176.953,   14.2
177.148,   -1.7,177.148,   -5.1,177.148,   14.5,177.148,   13.6
177.344,   -3.5,177.344,   -4.6,177.344,   16.3,177.344,   16.5
177.539,   -2.2,177.539,   -5.0,177.539,   16.1,177.539,   16.2
177.734,   -2.5,177.734,   -3.8,177.734,   19.0,177.734,   19.3
177.930,   -0.9,177.930,   -3.0,177.930,   18.7,177.930,   19.7
178.125,   -1.1,178.125,   -1.6,178.125,   19.5,178.125,   21.2
178.320,   -1.0,178.320,   -3.9,178.320,   19.4,178.320,   18.6
178.516,   -3.2,178.516,   -5.4,178.516,   20.6,178.516,   19.7
178.711,   -5.0,178.711,   -7.1,178.711,   18.5,178.711,   17.9
178.906,   -6.6,178.906,   -5.9,178.906,   18.7,178.906,   17.8
179.102,   -5.0,179.102,   -7.1,179.102,   17.4,179.102,   18.0
179.297,   -6.1,179.297,   -4.2,179.297,   20.3,179.297,   21.3
179.492,   -2.6,179.492,   -5.6,179.492,   17.6,179.492,   17.8
179.688,   -3.2,179.688,   -3.4,179.688,   19.8,179.688,   20.0
179.883,   -0.6,179.883,   -4.4,179.883,   18.3,179.883,   18.2
180.078,   -0.8,180.078,   -1.7,180.078,   22.5,180.078,   20.2
180.273,    0.2,180.273,   -1.9,180.273,   22.6,180.273,   21.9
180.469,   -0.2,180.469,   -0.2,180.469,   25.5,180.469,   23.0
180.664,    0.1,180.664,   -1.5,180.664,   24.8,180.664,   24.0
180.859,    0.9,180.859,    0.9,180.859,   25.8,180.859,   25.5
181.055,    2.5,181.055,    0.0,181.055,   27.2,181.055,   25.4
181.250,    2.4,181.250,    0.5,181.250,   27.9,181.250,   28.6
181.445,    2.1,181.445,   -0.5,181.445,   25.7,181.445,   25.2
181.641,    2.9,181.641,    0.5,181.641,   26.0,181.641,   26.7
181.836,    1.6,181.836,   -0.8,181.836,   21.9,181.836,   22.3
182.031,    0.6,182.031,    0.1,182.031,   22.7,182.031,   22.0
182.227,    0.3,182.227,   -1.5,182.227,   19.9,182.227,   18.5
182.422,    1.4,182.422,    1.5,182.422,   20.9,182.422,   20.6
182.617,   -0.6,182.617,   -2.4,182.617,   18.0,182.617,   16.2
182.812,   -0.4,182.812,   -0.7,182.812,   19.5,182.812,   19.2
183.008,   -0.5,183.008,   -2.6,183.008,   16.6,183.008,   16.3
183.203,    0.1,183.203,   -0.4,183.203,   19.3,183.203,   19.8
183.398,    0.2,183.398,   -1.3,183.398,   18.8,183.398,   18.6
183.594,    0.1,183.594,   -0.5,183.594,   21.3,183.594,   21.1
183.789,   -0.9,183.789,   -1.7,183.789,   17.6,183.789,   18.7
183.984,    1.0,183.984,    0.4,183.984,   20.1,183.984,   19.2
184.180,    1.2,184.180,    0.0,184.180,   15.8,184.180,   15.0
184.375,    1.9,184.375,    1.5,184.375,   19.1,184.375,   17.8
184.570,    0.8,184.570,   -0.1,184.570,   16.0,184.570,   16.4
184.766,    1.3,184.766,    1.7,184.766,   17.5,184.766,   18.2
184.961,    0.4,184.961,   -1.7,184.961,   15.7,184.961,   16.0
185.156,    0.0,185.156,   -1.7,185.156,   17.7,185.156,   17.6
185.352,   -1.7,185.352,   -4.8,185.352,   12.4,185.352,   12.0
185.547,   -1.8,185.547,   -3.6,185.547,   15.7,185.547,   14.3
185.742,   -2.3,185.742,   -4.4,185.742,   15.0,185.742,   12.0
185.938,   -2.8,185.938,   -4.7,185.938,   17.2,185.938,   16.0
186.133,   -2.7,186.133,   -5.6,186.133,   16.4,186.133,   16.3
186.328,   -2.1,186.328,   -3.7,186.328,   18.4,186.328,   18.3
186.523,   -2.1,186.523,   -4.6,186.523,   16.2,186.523,   17.7
186.719,   -1.7,186.719,   -1.0,186.719,   17.7,186.719,   19.1
186.914,   -3.5,186.914,   -2.5,186.914,   13.8,186.914,   14.4
187.109,    0.6,187.109,   -1.1,187.109,   17.2,187.109,   16.0
187.305,    0.4,187.305,   -2.9,187.305,   14.7,187.305,   14.8
187.500,   -0.8,187.500,   -2.6,187.500,   17.2,187.500,   15.7
187.695,   -1.5,187.695,   -4.0,187.695,   15.4,187.695,   13.8
187.891,   -0.8,187.891,   -2.2,187.891,   17.4,187.891,   16.1
188.086,   -1.6,188.086,   -3.9,188.086,   14.1,188.086,   13.8
188.281,   -1.0,188.281,   -0.9,188.281,   15.3,188.281,   14.7
188.477,   -2.5,188.477,   -3.2,188.477,   13.8,188.477,   14.2
188.672,   -2.6,188.672,   -2.3,188.672,   15.7,188.672,   17.0
188.867,   -3.7,188.867,   -4.3,188.867,   14.6,188.867,   16.1
189.062,   -3.0,189.062,   -4.0,189.062,   17.4,189.062,   17.6
189.258,   -3.2,189.258,   -5.6,189.258,   13.2,189.258,   14.0
189.453,   -2.1,189.453,   -3.7,189.453,   14.6,189.453,   14.5
189.648,   -2.8,189.648,   -4.9,189.648,   11.8,189.648,   10.1
189.844,   -1.0,189.844,   -2.4,189.844,   14.7,189.844,   12.2
190.039,   -2.2,190.039,   -4.3,190.039,   14.3,190.039,   13.0
190.234,   -1.2,190.234,   -3.0,190.234,   17.8,190.234,   16.2
190.430,   -2.1,190.430,   -3.3,190.430,   17.7,190.430,   16.3
190.625,   -1.6,190.625,   -1.2,190.625,   18.6,190.625,   18.7
190.820,   -2.2,190.820,   -1.6,190.820,   15.7,190.820,   16.0
191.016,    0.2,191.016,    0.8,191.016,   17.5,191.016,   17.1
191.211,    0.8,191.211,   -0.6,191.211,   11.7,191.211,   12.0
191.406,    0.3,191.406,   -0.9,191.406,   13.4,191.406,   13.1
191.602,   -1.9,191.602,   -3.9,191.602,    8.9,191.602,    7.6
191.797,   -1.7,191.797,   -3.0,191.797,   11.2,191.797,    9.7
191.992,   -2.5,191.992,   -5.9,191.992,    7.2,191.992,    6.5
192.188,   -2.7,192.188,   -4.8,192.188,   10.8,192.188,    9.5
192.383,   -2.8,192.383,   -5.6,192.383,    9.7,192.383,   11.1
192.578,   -1.2,192.578,   -2.8,192.578,   12.4,192.578,   13.3
192.773,   -0.5,192.773,   -2.8,192.773,   11.9,192.773,   12.6
192.969,   -1.2,192.969,   -0.8,192.969,   14.1,192.969,   15.9
193.164,   -1.9,193.164,   -1.7,193.164,   13.4,193.164,   14.2
193.359,   -1.7,193.359,    0.7,193.359,   14.6,193.359,   17.5
193.555,   -1.4,193.555,   -0.9,193.555,   16.3,193.555,   15.5
193.750,    0.0,193.750,    1.4,193.750,   18.3,193.750,   18.0
193.945,    0.5,193.945,   -0.7,193.945,   16.5,193.945,   15.2
194.141,    1.7,194.141,    0.0,194.141,   17.7,194.141,   17.4
194.336,    2.8,194.336,   -0.8,194.336,   15.6,194.336,   15.3
194.531,    1.0,194.531,   -0.7,194.531,   16.8,194.531,   17.3
194.727,   -1.6,194.727,   -4.7,194.727,   14.0,194.727,   16.1
194.922,   -1.2,194.922,   -3.7,194.922,   17.0,194.922,   18.1
195.117,   -0.2,195.117,   -2.6,195.117,   15.5,195.117,   15.9
195.312,    0.0,195.312,   -2.2,195.312,   16.1,195.312,   17.0
